,variable,label,unique_values,variable_type
12148,ffcc_centsurvey_c5a_3,c5a_3 what special needs do children in classroom have - deafness,4.0,unknown
12149,ffcc_centsurvey_c5a_4,c5a_4 what special needs do children in classroom have - blindness,4.0,unknown
12150,ffcc_centsurvey_c5a_5,c5a_5 what special needs do children in classroom have - mental retardation,4.0,unknown
12151,ffcc_centsurvey_c5a_6,c5a_6 what special needs do children in classroom have - motor delays,4.0,unknown
12152,ffcc_centsurvey_c5a_7,c5a_7 what special needs do children in classroom have - language problems,4.0,unknown
12153,ffcc_centsurvey_c5a_8,c5a_8 what special needs do children in classroom have - emotional problems,4.0,unknown
12154,ffcc_centsurvey_c5a_9,c5a_9 what special needs do children in classroom have - autism,4.0,unknown
12155,ffcc_centsurvey_c5a_10,c5a_10 what special needs do children in classroom have - severe asthma,4.0,unknown
12156,ffcc_centsurvey_c5a_11,c5a_11 what special needs do children in classroom have - diabetes,4.0,unknown
12157,ffcc_centsurvey_c5a_12,c5a_12 what special needs do children in classroom have - add,4.0,unknown
12158,ffcc_centsurvey_c5a_13,c5a_13 what special needs do children in classroom have - adhd,4.0,unknown
12159,ffcc_centsurvey_c5a_14,c5a_14 what special needs do children in classroom have - other,4.0,unknown
12160,ffcc_centsurvey_c5a_14ot,c5a_14ot what special needs do children in classroom have - other specify,2.0,categorical
12161,ffcc_centsurvey_c6_a1,c6_a1 language(s) of teacher - english,3.0,unknown
12162,ffcc_centsurvey_c6_a2,c6_a2 language(s) of teacher - spanish,3.0,unknown
12163,ffcc_centsurvey_c6_a3,c6_a3 language(s) of teacher - french,3.0,unknown
12164,ffcc_centsurvey_c6_a4,c6_a4 language(s) of teacher - creole,3.0,unknown
12165,ffcc_centsurvey_c6_a5,c6_a5 language(s) of teacher - other #1,3.0,unknown
12166,ffcc_centsurvey_c6_a5oth,c6a5oth language/languages of teacher - other specify #1,2.0,categorical
12167,ffcc_centsurvey_c6_a6,c6_a6 language(s) of teacher - other #2,3.0,unknown
12168,ffcc_centsurvey_c6_a6oth,c6_a6oth language/languages of teacher - other specify #2,2.0,categorical
12169,ffcc_centsurvey_c6_a7,c6_a7 language(s) of teacher - other #3,2.0,unknown
12170,ffcc_centsurvey_c6_a8,c6_a8 language(s) of teacher - other #4,1.0,unknown
12171,ffcc_centsurvey_c6_a9,c6_a9 language(s) of teacher - other #5,1.0,unknown
12172,ffcc_centsurvey_c7_1,c7_1 what language(s) of focus child - english,3.0,unknown
12173,ffcc_centsurvey_c7_2,c7_2 what language(s) of focus child - spanish,3.0,unknown
12174,ffcc_centsurvey_c7_3,c7_3 what language(s) of focus child - french,2.0,unknown
12175,ffcc_centsurvey_c7_4,c7_4 what language(s) of focus child - creole,3.0,unknown
12176,ffcc_centsurvey_c7_5,c7_5 what language(s) of focus child - other #1,3.0,unknown
12177,ffcc_centsurvey_c7_5oth,c7_5oth what language/languages does child speak? other specify #1,2.0,categorical
12178,ffcc_centsurvey_c7_6,c7_6 what language(s) of focus child - other #2,2.0,unknown
12179,ffcc_centsurvey_c7_7,c7_7 what language(s) of focus child - other #3,1.0,unknown
12180,ffcc_centsurvey_c7_8,c7_8 what language(s) of focus child - other #4,1.0,unknown
12181,ffcc_centsurvey_c7_9,c7_9 what language(s) of focus child - other #5,1.0,unknown
12182,ffcc_centsurvey_c7_a,c7_a focus child speaks only one language,4.0,unknown
12183,ffcc_centsurvey_c7_aoth,c7_aoth focus child speaks only one language - other specify,2.0,categorical
12184,ffcc_centsurvey_c8_1,c8_1 language(s) of focus child's parents - english,3.0,unknown
12185,ffcc_centsurvey_c8_2,c8_2 language(s) of focus child's parents - spanish,3.0,unknown
12186,ffcc_centsurvey_c8_3,c8_3 language(s) of focus child's parents - french,2.0,unknown
12187,ffcc_centsurvey_c8_4,c8_4 language(s) of focus child's parents - cerole,3.0,unknown
12188,ffcc_centsurvey_c8_5,c8_5 language(s) of focus child's parents - other #1,3.0,unknown
12189,ffcc_centsurvey_c8_5oth,c8_5oth what about parents? language/languages they speak? other specify #1,3.0,categorical
12190,ffcc_centsurvey_c8_6,c8_6 language(s) of focus child's parents - other #2,2.0,unknown
12191,ffcc_centsurvey_c8_7,c8_7 language(s) of focus child's parents - other #3,1.0,unknown
12192,ffcc_centsurvey_c8_8,c8_8 language(s) of focus child's parents - other #4,1.0,unknown
12193,ffcc_centsurvey_c8_9,c9 language(s) of focus child's parents - other #5,1.0,unknown
12194,ffcc_centsurvey_c9_1,c9_1 languages other children use in class - english,3.0,unknown
12195,ffcc_centsurvey_c9_2,c9_2 languages other children use in class - spanish,3.0,unknown
12196,ffcc_centsurvey_c9_3,c9_3 languages other children use in class - french,2.0,unknown
12197,ffcc_centsurvey_c9_4,c9_4 languages other children use in class - creole,3.0,unknown
12198,ffcc_centsurvey_c9_5,c9_5 languages other children use in class - other #1,3.0,unknown
12199,ffcc_centsurvey_c9_5oth,c9_5oth what language/languages other children speak when with you? other specif,2.0,categorical
12200,ffcc_centsurvey_c9_6,c9_6 languages other children use in class - other #2,3.0,unknown
12201,ffcc_centsurvey_c9_6oth,c9_6oth what language/languages other children speak when with you? other specif,2.0,categorical
12202,ffcc_centsurvey_c9_7,c9_7 languages other children use in class - other #3,3.0,unknown
12203,ffcc_centsurvey_c9_7oth,c9_7oth what language/languages other children speak when with you? other specif,2.0,categorical
12204,ffcc_centsurvey_c9_8,c9_8 languages other children use in class - other #4,2.0,unknown
12205,ffcc_centsurvey_c9_8oth,c9_8oth what language/languages other children speak when with you? other specif,2.0,categorical
12206,ffcc_centsurvey_c9_9,c9_9 languages other children use in class - other #5,2.0,unknown
12207,ffcc_centsurvey_c9_9oth,c9_9oth what language/languages other children speak when with you? other specif,1.0,unknown
12208,ffcc_centsurvey_c10,c10 does child speak language that teacher does not speak,3.0,unknown
12209,ffcc_centsurvey_c10_a,c10_a trouble have communicating w/child because you don't speak their language,4.0,unknown
12210,ffcc_centsurvey_c10_b,c10_b anyone available to help you communicate w/child in own language,4.0,unknown
12211,ffcc_centsurvey_c11,c11 do focus child's parents speak language the teacher does not speak,3.0,unknown
12212,ffcc_centsurvey_c11_a,c11_a trouble you have communicating w/child's parents because don't speak their,4.0,unknown
12213,ffcc_centsurvey_c11_b,c11_b anyone available to help you communicate with child's parents in their own,3.0,unknown
12214,ffcc_centsurvey_c12,c12 is there a television available for use with the children,3.0,unknown
12215,ffcc_centsurvey_c12_a,c12_a how many hrs is there a television on for children during a typical day,6.0,unknown
12216,ffcc_centsurvey_c12_b1,c12_b1 what television show/videotapes are shown to children example #1,6.0,categorical
12217,ffcc_centsurvey_c12_b2,c12_b2 what television show/videotapes are shown to children example #2,8.0,categorical
12218,ffcc_centsurvey_c13,"c13 child hits you, what do you do? anything else? specify",4.0,categorical
12219,ffcc_centsurvey_c13a_0,"c13a_0 if child hits you, what do you do? - this never happens",2.0,unknown
12220,ffcc_centsurvey_c13a_1,"c13a_1 if child hits you, what do you do? - hit, spank, yell at, seriously punis",2.0,unknown
12221,ffcc_centsurvey_c13a_2,"c13a_2 if child hits you, what do you do? - explain the rules",3.0,unknown
12222,ffcc_centsurvey_c13a_3,"c13a_3 if child hits you, what do you do? - scold",3.0,unknown
12223,ffcc_centsurvey_c13a_4,"c13a_4 if child hits you, what do you do? - time out",3.0,unknown
12224,ffcc_centsurvey_c13a_5,"c13a_5 if child hits you, what do you do? - no response, ignore",3.0,unknown
12225,ffcc_centsurvey_c13a_6,"c13a_6 if child hits you, what do you do? - redirect behavior",3.0,unknown
12226,ffcc_centsurvey_c13a_7,"c13a_7 if child hits you, what do you do? - tell child not to hit/to stop",3.0,unknown
12227,ffcc_centsurvey_c13a_9,"c13a_9 if child hits you, what do you do? - other",3.0,unknown
12228,ffcc_centsurvey_c13a_9ot,"c13a_9ot child hits you, what do you do? other specify",2.0,categorical
12229,ffcc_centsurvey_c14,c14 child disagrees/says negative things about you - specify,3.0,categorical
12230,ffcc_centsurvey_c14a_0,c14a_0 child disagrees/says negative things about you - this never happens,3.0,unknown
12231,ffcc_centsurvey_c14a_1,"c14a_1 child disagrees/says neg things about you - hit, spank, yell at, seriousl",3.0,unknown
12232,ffcc_centsurvey_c14a_2,c14a_2 child disagrees/says negative things about you - explain the rules,3.0,unknown
12233,ffcc_centsurvey_c14a_3,c14a_3 child disagrees/says negative things about you - scold,3.0,unknown
12234,ffcc_centsurvey_c14a_4,c14a_4 child disagrees/says negative things about you - time out,3.0,unknown
12235,ffcc_centsurvey_c14a_5,"c14a_5 child disagrees/says negative things about you - no response, ignore",3.0,unknown
12236,ffcc_centsurvey_c14a_6,c14a_6 child disagrees/says negative things about you - redirect behavior,3.0,unknown
12237,ffcc_centsurvey_c14a_7,c14a_7 child disagrees/says negative things about you - tell child to stop,4.0,unknown
12238,ffcc_centsurvey_c14a_9,c14a_9 child disagrees/says negative things about you - other,3.0,unknown
12239,ffcc_centsurvey_c14a_9ot,c14a_9ot child disagrees/says negative things about you - other specify,2.0,categorical
12240,ffcc_centsurvey_c15_a,"c15_a how child behaves - can't stand waiting, wants everything now",4.0,unknown
12241,ffcc_centsurvey_c15_b,c15_b how child behaves - is cruel to animals,4.0,unknown
12242,ffcc_centsurvey_c15_c,c15_c how child behaves - is defiant,4.0,unknown
12243,ffcc_centsurvey_c15_d,c15_d how child behaves - demands must be met immediately,4.0,unknown
12244,ffcc_centsurvey_c15_e,c15_e how child behaves - destroys things belonging to his/her family or other c,4.0,unknown
12245,ffcc_centsurvey_c15_f,c15_f how child behaves - is disobedient,4.0,unknown
12246,ffcc_centsurvey_c15_g,c15_g how child behaves - is disturbed by any change in routine,4.0,unknown
12247,ffcc_centsurvey_c15_h,c15_h how child behaves - doesn't get along with other children,4.0,unknown
12248,ffcc_centsurvey_c15_i,c15_i how child behaves - doesn't seem to feel guilty after misbehaving,4.0,unknown
12249,ffcc_centsurvey_c15_j,c15_j how child behaves - is easily frustrated,4.0,unknown
12250,ffcc_centsurvey_c15_k,c15_k how child behaves - is easily jealous,4.0,unknown
12251,ffcc_centsurvey_c15_l,c15_l how child behaves - gets in many fights,4.0,unknown
12252,ffcc_centsurvey_c15_m,c15_m how child behaves - hits others,1.0,continuous
12253,ffcc_centsurvey_c15_n,c15_n how child behaves - hurts animals or people without meaning to,4.0,unknown
12254,ffcc_centsurvey_c15_o,c15_o how child behaves - has angry moods,4.0,unknown
12255,ffcc_centsurvey_c15_p,"c15_p how child behaves - is nervous, high strung, or tense",4.0,unknown
12256,ffcc_centsurvey_c15_q,c15_q how child behaves - physically attacks people,4.0,unknown
12257,ffcc_centsurvey_c15_r,c15_r how child behaves - punishment doesn't change his/her behavior,4.0,unknown
12258,ffcc_centsurvey_c15_s,c15_s how child behaves - screams a lot,4.0,unknown
12259,ffcc_centsurvey_c15_t,c15_t how child behaves - is selfish or won't share,4.0,unknown
12260,ffcc_centsurvey_c15_u,c15_u how child behaves - has a speech problem,4.0,unknown
12261,ffcc_centsurvey_c15_v,"c15_v how child behaves - is stubborn, sullen, or irritable",4.0,unknown
12262,ffcc_centsurvey_c15_w,c15_w how child behaves - has sudden changes in mood or feelings,4.0,unknown
12263,ffcc_centsurvey_c15_x,c15_x how child behaves - has temper tantrums or a hot temper,4.0,unknown
12264,ffcc_centsurvey_c15_y,c15_y how child behaves - is uncooperative,1.0,continuous
12265,ffcc_centsurvey_c15_z,c15_z how child behaves - is unusually loud,4.0,unknown
12266,ffcc_centsurvey_c15_aa,c15_aa how child behaves - wants a lot of attention,4.0,unknown
12267,ffcc_centsurvey_c15_bb,c15_bb how child behaves - is whiny,4.0,unknown
12268,ffcc_centsurvey_c15_cc,"c15_cc how child behaves - is withdrawn, he/she doesn't get involved with others",4.0,unknown
12269,ffcc_centsurvey_c15_dd,c15_dd how child behaves - has trouble getting to sleep,4.0,unknown
12270,ffcc_centsurvey_c15_ee,c15_ee how child behaves - talks or cries in his/her sleep,4.0,unknown
12271,ffcc_centsurvey_c15_ff,c15_ff how child behaves - wakes up often at night,3.0,unknown
12272,ffcc_centsurvey_e1_a,e1_a which parent you have the most contact with,5.0,unknown
12273,ffcc_centsurvey_e1_a9oth,e1_a9oth which parent you have the most contact with - other specify,1.0,continuous
12274,ffcc_centsurvey_e1b_a,e1b_a child goes out of way to help you,5.0,unknown
12275,ffcc_centsurvey_e1b_b,e1b_b mom/dad give valuable sugg. working with child,5.0,unknown
12276,ffcc_centsurvey_e1b_c,e1b_c usually agree w/disciplines,5.0,unknown
12277,ffcc_centsurvey_e1b_d,e1b_d admire way mom/dad get along with child,5.0,unknown
12278,ffcc_centsurvey_e1b_e,e1b_e appr. raising child expressed by mom/dad close to own,5.0,unknown
12279,ffcc_centsurvey_e1b_f,e1b_f mom/dad/you disagree on care of child. easy work out dif,5.0,unknown
12280,ffcc_centsurvey_e1b_g,e1b_g you/mom/dad would describe child in the same way,5.0,unknown
12281,ffcc_centsurvey_e2,e2 how often do you discuss child w/mom/dad,5.0,unknown
12282,ffcc_centsurvey_e3,e3 how often do you/mom/dad disagree on care of child,5.0,unknown
12283,ffcc_centsurvey_e4_a,e4_a how often is true - mom/dad and i share information,5.0,unknown
12284,ffcc_centsurvey_e4_b,e4_b how often is true - we talk about how to deal w/problems that arise,5.0,unknown
12285,ffcc_centsurvey_e4_c,e4_c how often is true - mom/dad is supportive of me as a caregiver,5.0,unknown
12286,ffcc_centsurvey_e4_d,e4_d how often is true - mom/dad accepts the way i care for child,5.0,unknown
12287,ffcc_centsurvey_e4_e,e4_e how often is true - i feel welcomed by child's mom/dad,5.0,unknown
12288,ffcc_centsurvey_e4_f,e4_f how often is true - this parent understands my job and what goes on for me ,5.0,unknown
12289,ffcc_centsurvey_f1_a,f1_a frequently feel like quitting no longer care for children,5.0,unknown
12290,ffcc_centsurvey_f1_b,"f1_b if do again, would still care for children",5.0,unknown
12291,ffcc_centsurvey_f1_c,f1_c feel stuck in childcare due to few employment opportunities,5.0,unknown
12292,ffcc_centsurvey_f1_d,f1_d wish more childcare opportunities available to you,5.0,unknown
12293,ffcc_centsurvey_f1_e,f1_e like providing childcare but find it diff. making living at it.,5.0,unknown
12294,ffcc_centsurvey_f2_a,"f2_a something you do, you want to help parents out",5.0,unknown
12295,ffcc_centsurvey_f2_b,f2_b a stepping stone to work another field related to children,5.0,unknown
12296,ffcc_centsurvey_f2_c,f2_c as your chosen occupation,5.0,unknown
12297,ffcc_centsurvey_f2_d,f2_d only job you feel qualified to do,5.0,unknown
12298,ffcc_centsurvey_f2_e,f2_e temporary employment until better job is available,5.0,unknown
12299,ffcc_centsurvey_f3,f3 main reason for taking care of young children,7.0,unknown
12300,ffcc_centsurvey_f3_9oth,f3_9oth main reason for taking care of young children - other specify,2.0,categorical
12301,ffcc_centsurvey_f4_yr,f4_yr how much longer do you think you will continue to work at this center - yr,24.0,unknown
12302,ffcc_centsurvey_f4_mo,f4_mo how much longer do you think you will continue to work at this center - mt,1.0,continuous
12303,ffcc_centsurvey_f5_yr,f5_yr how much longer do you think you will continue to work as a child care pro,28.0,unknown
12304,ffcc_centsurvey_f5_mo,f5_mo how much longer do you think you will continue to work as a child care pro,1.0,continuous
12305,ffcc_centsurvey_g1_a,g1_a most enjoyable thing about your job as child care provider - other #1,1.0,continuous
12306,ffcc_centsurvey_g1_b,g1_b most enjoyable thing about your job as child care provider - other #2,1.0,continuous
12307,ffcc_centsurvey_g2_a,g2_a most difficult or frustrating part of your job - other #1,1.0,continuous
12308,ffcc_centsurvey_g2_b,g2_b most difficult or frustrating part of your job - other #2,1.0,continuous
12309,ffcc_centsurvey_g3_a,g3_a bothered/troubled by  feeling too tired to do things,4.0,unknown
12310,ffcc_centsurvey_g3_b,g3_b bothered/troubled by going to sleep/staying asleep,4.0,unknown
12311,ffcc_centsurvey_g3_c,"g3_c bothered/troubled by feeling unhappy, sad, or depressed",4.0,unknown
12312,ffcc_centsurvey_g3_d,g3_d bothered/troubled by feeling hopeless about the future,4.0,unknown
12313,ffcc_centsurvey_g3_e,g3_e bothered/troubled by feeling nervous or tense,4.0,unknown
12314,ffcc_centsurvey_g3_f,g3_f bothered/troubled by worrying too much about things,4.0,unknown
12315,ffcc_centsurvey_g4,g4 what title best describes your present job,6.0,unknown
12316,ffcc_centsurvey_g4_oth,g4_oth what title best describes your present job - other specify,2.0,categorical
12317,ffcc_centsurvey_g5_mo,g5_mo what is your date of birth - mth,1.0,continuous
12318,ffcc_centsurvey_g5_yr,g5_yr what is your date of birth - yr,1.0,continuous
12319,ffcc_centsurvey_g5_a,g5_a i just need a range are you,1.0,continuous
12320,ffcc_centsurvey_g6,"g6 are you male, female",1.0,categorical
12321,ffcc_centsurvey_g7,g7 the following best describes your marital status,1.0,continuous
12322,ffcc_centsurvey_g8,g8 the following best describes where you live,1.0,categorical
12323,ffcc_centsurvey_g8_a,g8_a approximately how long it take you to get to work,1.0,continuous
12324,ffcc_centsurvey_g8_b,g8_b do you walk to work,1.0,continuous
12325,ffcc_centsurvey_g8b_oth,g8b_oth do you - other specify,1.0,continuous
12326,ffcc_centsurvey_g9_1,g9_1 which best describes your race - white or caucasian,1.0,continuous
12327,ffcc_centsurvey_g9_2,g9_2 which best describes your race - black or african american,1.0,continuous
12328,ffcc_centsurvey_g9_3,g9_3 which best describes your race - asian,1.0,continuous
12329,ffcc_centsurvey_g9_4,g9_4 which best describes your race - native hawaiian or pacific islander,1.0,continuous
12330,ffcc_centsurvey_g9_5,g9_5 which best describes your race - native american or alaskan native,1.0,continuous
12331,ffcc_centsurvey_g9_9,g9_9 which best describes your race - other,1.0,continuous
12332,ffcc_centsurvey_g9_9oth,g9_9oth the following best describes your race - other specify,1.0,continuous
12333,ffcc_centsurvey_g10,g10 are you hispanic or latino origin or descent,1.0,continuous
12334,ffcc_centsurvey_g11,g11 are you mexican,1.0,continuous
12335,ffcc_centsurvey_g11_oth,g11_oth are you mexican - other specify,1.0,continuous
12336,ffcc_centsurvey_g12,g12 were you born in the united states,1.0,continuous
12337,ffcc_centsurvey_g13,g13 in what country or territory were you born - specify,1.0,continuous
12338,ffcc_centsurvey_g14,g14 in what year did you first come to the united states to live,1.0,continuous
12339,ffcc_centsurvey_g15,g15 any children from your household attend this child care center?,3.0,unknown
12340,ffcc_centsurvey_g15a,g15a how many,8.0,unknown
12341,ffcc_centsurvey_g16_d,g16_d how much do you currently earn per hour working in center - dollar amount,25.0,unknown
12342,ffcc_centsurvey_g16_c,g16_c how much do you currently earn per hour working in center - cent amount,49.0,unknown
12343,ffcc_centsurvey_g16_a,g16_a i just need a range is it,6.0,unknown
12344,ffcc_centsurvey_g16_b,g16_b how much your income was received from child care work last year,7.0,unknown
12345,ffcc_centsurvey_g17,g17 how many hrs per week do you work in this center,27.0,unknown
12346,ffcc_centsurvey_g18,g18 how many weeks per year do you work in this center,21.0,unknown
12347,ffcc_centsurvey_g19,g19 do you currently hold another paid job to supplement your child care income,3.0,unknown
12348,ffcc_centsurvey_g19_a,g19_a total hrs do you usually work per week,37.0,unknown
12349,ffcc_centsurvey_g19_b,g19_b how many hrs in total you would like to work each week,32.0,unknown
12350,ffcc_centsurvey_g20_y,g20_y how long have you worked at center - yrs,1.0,continuous
12351,ffcc_centsurvey_g20_m,g20_m how long have you worked at center - mths,1.0,continuous
12352,ffcc_centsurvey_g21_y,g21_y how long you worked in child care education field - yr,1.0,continuous
12353,ffcc_centsurvey_g21_m,g21_m how long you worked in child care education field - mths,1.0,continuous
12354,ffcc_centsurvey_g21_a,"g21_a since working with young children, how would describe your job history",4.0,unknown
12355,ffcc_centsurvey_g22,g22 taken any child development/early child educ courses at college/university,3.0,unknown
12356,ffcc_centsurvey_g22_a,g22_a highest level of childhood education development training received from co,8.0,unknown
12357,ffcc_centsurvey_g22a_1,g22a_1 how many units,25.0,unknown
12358,ffcc_centsurvey_g22a_9ot,g22a_9ot highest level of childhood educ develop training received from comm/4 y,3.0,categorical
12359,ffcc_centsurvey_g23,"g23 had any special training like workshops, courses, or child educ programs",3.0,unknown
12360,ffcc_centsurvey_g23a_a,g23a_a child development associate or cda training,4.0,unknown
12361,ffcc_centsurvey_g23a_b,g23a_b workshops in the community,4.0,unknown
12362,ffcc_centsurvey_g23a_c,g23a_c workshops at professional meetings,4.0,unknown
12363,ffcc_centsurvey_g23a_d,g23a_d child care courses in high school/vocational school,4.0,unknown
12364,ffcc_centsurvey_g23a_e,"g23a_e other training focused on education, such as elementary education",4.0,unknown
12365,ffcc_centsurvey_g23a_f,g23a_f training on taking care of children w/special needs,4.0,unknown
12366,ffcc_centsurvey_g23a_g,g23a_g some other training,4.0,unknown
12367,ffcc_centsurvey_g23a_got,g23a_g other specify,3.0,categorical
12368,ffcc_centsurvey_g24,g24 did provider attend any courses or workshops,3.0,unknown
12369,ffcc_centsurvey_g24_a,g24_a past 12 mths time you spent at child-related training programs etc,6.0,unknown
12370,ffcc_centsurvey_g25_a,g25_a child development associate,3.0,unknown
12371,ffcc_centsurvey_g25_b,g25_b montessori certificate,3.0,unknown
12372,ffcc_centsurvey_g25_c,g25_c college early childhood education certificate,3.0,unknown
12373,ffcc_centsurvey_g25_d,g25_d elementary teaching credential,3.0,unknown
12374,ffcc_centsurvey_g25_e,g25_e anything else,3.0,unknown
12375,ffcc_centsurvey_g25_eoth,g25_eoth other specify,2.0,categorical
12376,ffcc_centsurvey_g26,g26 have you ever had first aid training,3.0,unknown
12377,ffcc_centsurvey_g26a_m,g26a_m when did you have this training - mth,1.0,continuous
12378,ffcc_centsurvey_g26a_y,g26a_y when did you have this training - yr,1.0,continuous
12379,ffcc_centsurvey_g27,g27 have you ever had cpr for children training,3.0,unknown
12380,ffcc_centsurvey_g27_a,g27_a is your cpr certification up-to-date,4.0,unknown
12381,ffcc_centsurvey_g28,g28 what is the highest level of school you have completed,8.0,unknown
12382,ffcc_centsurvey_g29,g29 in what year did you complete this schooling,1.0,continuous
12383,ffcc_centsurvey_a1_am,a1_am children center serve - infants,1.0,continuous
12384,ffcc_centsurvey_a1_bm,a1_bm children center serve - young toddlers,1.0,continuous
12385,ffcc_centsurvey_a1_cm,a1_cm children center serve - older toddlers,1.0,continuous
12386,ffcc_centsurvey_a1_dm,a1_dm children center serve - preschoolers,1.0,continuous
12387,ffcc_centsurvey_a1_em,a1_em children center serve - kindergarteners,1.0,continuous
12388,ffcc_centsurvey_a1_fm,a1_fm children center serve - school age,1.0,continuous
12389,ffcc_centsurvey_a1_gm,a1_gm children center serve - total,1.0,continuous
12390,ffcc_centsurvey_a1_hm,a1_hm center serves total a1a to a1f children,1.0,continuous
12391,ffcc_centsurvey_g5_am,g5_am i just need a range are you,1.0,continuous
12392,ffcc_centsurvey_g9,g9 which of the following best describes your race,1.0,continuous
12393,ffcc_centsurvey_g9_oth,g9_oth which of the following best describes your race - other specify,1.0,continuous
12394,ffcc_centsurvey_g25_0,g25_0 do you have any of the following certificates or credentials - volunteered,3.0,unknown
12395,ffcc_centsurvey_whenint,version of interview flag,1.0,categorical
12396,ffcc_centsurvey_a22a,a22a total children currently receive government support,1.0,continuous
12397,ffcc_famsurvey_datem,date - month,1.0,continuous
12398,ffcc_famsurvey_datey,date - year,1.0,continuous
12399,ffcc_famsurvey_loi,language of interview,3.0,unknown
12400,ffcc_famsurvey_a1,a1 are you related to child,3.0,unknown
12401,ffcc_famsurvey_a1_a,a1_a what is your relation to child,11.0,unknown
12402,ffcc_famsurvey_a1_a9oth,a1_a9oth what is your relation to child - other specify,4.0,categorical
12403,ffcc_famsurvey_a2,a2 when you care for child do you care for in your home or in his home,6.0,unknown
12404,ffcc_famsurvey_a2_9oth,a2_9oth when you care for child do you care for in your home or in his home - ot,2.0,categorical
12405,ffcc_famsurvey_a2_a,a2_a which of the following best describes where you live,4.0,unknown
12406,ffcc_famsurvey_a2_b,a2_b appprox. how long does it take you to get to child's home,9.0,unknown
12407,ffcc_famsurvey_a2_c,"a2_c do you walk to work, etc.",6.0,unknown
12408,ffcc_famsurvey_a2_c9oth,a2_c9oth do you - other specify,2.0,categorical
12409,ffcc_famsurvey_a3,a3 including child how many children you care for on reg. basis while child is h,19.0,unknown
12410,ffcc_famsurvey_a4,a4 if one other child  is this other child your own child,5.0,unknown
12411,ffcc_famsurvey_a4_a,a4_a is this other child a brother or sister of child,5.0,unknown
12412,ffcc_famsurvey_a4_b,a4_b how old is this other child,10.0,unknown
12413,ffcc_famsurvey_a405,a405 is this other child your own child or a brother or sister of child,6.0,unknown
12414,ffcc_famsurvey_a4_a05,a4_a05 how old is this other child,10.0,unknown
12415,ffcc_famsurvey_a5,a5 are any of these (number in a3) children your own child(ren),5.0,unknown
12416,ffcc_famsurvey_a5_a,a5_a how many of your own children do you care for while you provide child care ,8.0,unknown
12417,ffcc_famsurvey_a5_b,a5_b are any of these (number in a3) children brothers or sisters of  child,5.0,unknown
12418,ffcc_famsurvey_a5_c,a5_c how many of these (number in a3) children are brothers or sisters of child,11.0,unknown
12419,ffcc_famsurvey_a505,a505 are any of these (number in a3) children your own child(ren) or brothers/si,7.0,unknown
12420,ffcc_famsurvey_a5d_1,a5d_1 how many of the children (a3) you care for when child is here are - less t,6.0,unknown
12421,ffcc_famsurvey_a5d_2,a5d_2 how many of the children (a3) you care for when child is here are - 12-18 ,8.0,unknown
12422,ffcc_famsurvey_a5d_3,a5d_3 how many of the children (a3) you care for when child is here are - 19-23 ,7.0,unknown
12423,ffcc_famsurvey_a5d_4,a5d_4 how many of the children (a3) you care for when child is here are - 2 yrs ,8.0,unknown
12424,ffcc_famsurvey_a5d_5,a5d_5 how many of the children (a3) you care for when child is here are - 3 yrs ,10.0,unknown
12425,ffcc_famsurvey_a5d_6,a5d_6 how many of the children (a3) you care for when child is here are - 4 yrs ,8.0,unknown
12426,ffcc_famsurvey_a5d_7,a5d_7 how many of the children (a3) you care for when child is here are - 5 yrs ,8.0,unknown
12427,ffcc_famsurvey_a5d_8,a5d_8 how many of the children (a3) you care for when child is here are - 6 yrs ,9.0,unknown
12428,ffcc_famsurvey_total,total a5d - how many of the children you care for when child is here are,18.0,unknown
12429,ffcc_famsurvey_a6,a6 does child/children have special needs,7.0,unknown
12430,ffcc_famsurvey_a6_a1,a6_a1 what special needs children at center have - cerebral palsy,1.0,continuous
12431,ffcc_famsurvey_a6_a2,a6_a2 what special needs children at center have - spina bifida,1.0,continuous
12432,ffcc_famsurvey_a6_a3,a6_a3 what special needs children at center have - deafness,1.0,continuous
12433,ffcc_famsurvey_a6_a4,a6_a4 what special needs children at center have - blindness,1.0,continuous
12434,ffcc_famsurvey_a6_a5,a6_a5 what special needs children at center have - mental retardation,1.0,continuous
12435,ffcc_famsurvey_a6_a6,a6_a6 what special needs children at center have - motor delays,1.0,continuous
12436,ffcc_famsurvey_a6_a7,a6_a7 what special needs children at center have - language problems,1.0,continuous
12437,ffcc_famsurvey_a6_a8,a6_a8 what special needs children at center have - emotional problems,1.0,continuous
12438,ffcc_famsurvey_a6_a9,a6_a9 what special needs children at center have - autism,1.0,continuous
12439,ffcc_famsurvey_a6_a10,a6_a10 what special needs children at center have - severe asthma,1.0,continuous
12440,ffcc_famsurvey_a6_a11,a6_a11 what special needs children at center have - diabetes,1.0,continuous
12441,ffcc_famsurvey_a6_a12,a6_a12 what special needs children at center have - attention deficit disorder (,1.0,continuous
12442,ffcc_famsurvey_a6_a13,a6_a13 what special needs children at center have - attention deficit hyperactiv,1.0,continuous
12443,ffcc_famsurvey_a6_a14,a6_a14 what special needs children at center have - other,1.0,continuous
12444,ffcc_famsurvey_a6_a14ot,a6_a14ot what special needs children at center have - other specify,1.0,continuous
12445,ffcc_famsurvey_a6_b,a6_b do you feel that you are sufficiently trained to meet the needs of these ch,3.0,unknown
12446,ffcc_famsurvey_a7_a1,a7_a1 language(s) of provider - english,3.0,unknown
